"","0","1","2","3","4","5","6"
"0",6,0,0,0,1,0,0
"1",2,8,1,0,0,0,0
"2",1,1,5,0,1,0,1
"3",1,0,2,6,3,0,2
"4",0,0,1,0,5,1,0
"5",1,0,0,0,0,6,0
"6",0,2,0,1,0,0,10
