"","0","1","2","3","4","5","6"
"0",8,2,2,1,0,1,0
"1",0,7,2,2,0,0,0
"2",1,0,4,0,2,2,0
"3",0,1,3,5,4,1,0
"4",1,0,1,0,5,3,1
"5",2,0,1,0,1,5,1
"6",2,3,3,1,1,1,7
