"","0","1","2","3","4","5","6"
"0",3,1,1,0,0,0,0
"1",0,6,2,0,1,0,3
"2",0,1,7,3,1,0,0
"3",1,0,4,5,1,1,1
"4",0,1,0,2,12,3,0
"5",0,0,0,0,0,6,1
"6",0,0,0,0,0,0,14
