"","0","1","2","3","4","5","6","7"
"0",7,3,0,0,1,1,0,0
"1",0,9,3,0,0,0,0,0
"2",0,2,3,1,3,1,0,0
"3",0,0,0,3,3,0,0,2
"4",0,1,0,0,3,0,0,0
"5",0,0,0,3,1,7,2,1
"6",0,0,0,1,1,1,4,1
"7",0,0,0,1,2,0,1,7
