"","0","1","2","3","4","5","6"
"0",9,1,0,0,0,1,0
"1",3,4,0,0,1,0,0
"2",0,1,12,1,1,0,0
"3",0,0,1,6,2,0,1
"4",0,2,2,2,9,1,2
"5",1,1,0,1,1,7,0
"6",1,0,1,1,1,1,8
