"","0","1","2","3","4","5","6","7","8","9"
"0",4,5,0,0,1,0,0,1,1,0
"1",0,4,1,1,0,1,0,0,0,0
"2",1,3,5,2,2,1,0,0,0,0
"3",0,0,0,6,2,0,1,1,1,2
"4",0,0,0,2,6,0,0,1,0,2
"5",1,0,1,0,1,2,2,0,1,0
"6",0,0,0,0,0,2,3,1,0,0
"7",1,0,0,0,1,1,0,4,0,0
"8",0,1,0,0,0,0,1,2,8,1
"9",0,0,0,0,0,0,0,2,1,3
