"","cost","trainAcc","valAcc","valPrecision","valRecall","valF1_score","testAcc","testPrecision","testRecall","testF1_score"
"1",1,0.659582132564842,0.619459459459459,0.744588744588745,0.761061946902655,0.7527352297593,0.622702702702703,0.715447154471545,0.761904761904762,0.737945492662474
"2",51,0.795389048991354,0.682162162162162,0.8,0.840336134453782,0.819672131147541,0.694054054054054,0.799196787148594,0.839662447257384,0.818930041152263
"3",101,0.821685878962536,0.681081081081081,0.783673469387755,0.834782608695652,0.808421052631579,0.705945945945946,0.810276679841897,0.861344537815126,0.835030549898167
"4",151,0.829250720461095,0.678918918918919,0.782786885245902,0.819742489270386,0.80083857442348,0.72,0.821011673151751,0.868312757201646,0.844
"5",201,0.84185878962536,0.690810810810811,0.791164658634538,0.838297872340426,0.814049586776859,0.717837837837838,0.815384615384615,0.868852459016393,0.841269841269841
"6",251,0.848703170028818,0.694054054054054,0.804081632653061,0.849137931034483,0.825995807127883,0.715675675675676,0.812260536398467,0.8582995951417,0.834645669291339
"7",301,0.85806916426513,0.696216216216216,0.808163265306122,0.846153846153846,0.826722338204593,0.717837837837838,0.806818181818182,0.848605577689243,0.827184466019417
"8",351,0.86671469740634,0.701621621621622,0.806451612903226,0.847457627118644,0.826446280991735,0.716756756756757,0.806818181818182,0.845238095238095,0.825581395348837
"9",401,0.870317002881844,0.698378378378378,0.808,0.855932203389831,0.831275720164609,0.718918918918919,0.816091954022989,0.841897233201581,0.828793774319066
"10",451,0.876440922190202,0.705945945945946,0.821862348178138,0.856540084388186,0.838842975206612,0.715675675675676,0.821705426356589,0.848,0.834645669291339
"11",501,0.875720461095101,0.705945945945946,0.818548387096774,0.856540084388186,0.837113402061856,0.716756756756757,0.819230769230769,0.848605577689243,0.833659491193738
"12",551,0.88328530259366,0.705945945945946,0.823293172690763,0.872340425531915,0.847107438016529,0.709189189189189,0.822834645669291,0.842741935483871,0.832669322709163
"13",601,0.879322766570605,0.71027027027027,0.825910931174089,0.860759493670886,0.84297520661157,0.711351351351351,0.8203125,0.84,0.8300395256917
"14",651,0.882925072046109,0.707027027027027,0.823293172690763,0.864978902953586,0.843621399176955,0.713513513513514,0.823529411764706,0.84,0.831683168316832
"15",701,0.882204610951009,0.707027027027027,0.823293172690763,0.86864406779661,0.845360824742268,0.712432432432432,0.823529411764706,0.843373493975904,0.833333333333333
"16",751,0.884005763688761,0.704864864864865,0.829268292682927,0.864406779661017,0.846473029045643,0.708108108108108,0.822134387351779,0.835341365461847,0.828685258964143
"17",801,0.889048991354467,0.707027027027027,0.841463414634146,0.877118644067797,0.858921161825726,0.708108108108108,0.823293172690763,0.826612903225806,0.824949698189135
"18",851,0.893731988472622,0.709189189189189,0.842741935483871,0.867219917012448,0.85480572597137,0.711351351351351,0.823293172690763,0.82,0.821643286573146
"19",901,0.894452449567723,0.712432432432432,0.849593495934959,0.867219917012448,0.858316221765914,0.705945945945946,0.822314049586777,0.799196787148594,0.810590631364562
"20",951,0.894812680115274,0.711351351351351,0.846153846153846,0.867219917012448,0.85655737704918,0.705945945945946,0.822314049586777,0.799196787148594,0.810590631364562
"21",1001,0.895172910662824,0.71027027027027,0.842741935483871,0.867219917012448,0.85480572597137,0.705945945945946,0.819672131147541,0.803212851405622,0.811359026369168
"22",1051,0.895533141210375,0.705945945945946,0.841463414634146,0.866108786610879,0.85360824742268,0.705945945945946,0.820408163265306,0.807228915662651,0.813765182186235
"23",1101,0.90021613832853,0.709189189189189,0.842105263157895,0.870292887029289,0.8559670781893,0.712432432432432,0.833333333333333,0.807086614173228,0.82
"24",1151,0.894812680115274,0.707027027027027,0.838056680161943,0.866108786610879,0.851851851851852,0.709189189189189,0.821862348178138,0.815261044176707,0.818548387096774
"25",1201,0.898414985590778,0.707027027027027,0.841463414634146,0.866108786610879,0.85360824742268,0.709189189189189,0.82520325203252,0.808764940239044,0.816901408450704
"26",1251,0.896253602305475,0.705945945945946,0.841463414634146,0.866108786610879,0.85360824742268,0.705945945945946,0.820408163265306,0.807228915662651,0.813765182186235
"27",1301,0.901296829971182,0.709189189189189,0.842105263157895,0.870292887029289,0.8559670781893,0.714594594594595,0.827309236947791,0.807843137254902,0.817460317460318
"28",1351,0.901296829971182,0.705945945945946,0.842741935483871,0.870833333333333,0.85655737704918,0.716756756756757,0.830645161290323,0.807843137254902,0.819085487077535
"29",1401,0.902377521613833,0.701621621621622,0.840816326530612,0.861924686192469,0.851239669421488,0.715675675675676,0.825396825396825,0.8125,0.818897637795276
"30",1451,0.900936599423631,0.703783783783784,0.841463414634146,0.866108786610879,0.85360824742268,0.713513513513514,0.824,0.807843137254902,0.815841584158416
"31",1501,0.90021613832853,0.711351351351351,0.843373493975904,0.871369294605809,0.857142857142857,0.712432432432432,0.825910931174089,0.80952380952381,0.817635270541082
"32",1551,0.901296829971182,0.704864864864865,0.842105263157895,0.866666666666667,0.854209445585215,0.716756756756757,0.831325301204819,0.80859375,0.81980198019802
"33",1601,0.904538904899135,0.699459459459459,0.834677419354839,0.8625,0.848360655737705,0.714594594594595,0.825396825396825,0.815686274509804,0.82051282051282
"34",1651,0.904178674351585,0.699459459459459,0.834677419354839,0.8625,0.848360655737705,0.715675675675676,0.825396825396825,0.815686274509804,0.82051282051282
"35",1701,0.909942363112392,0.699459459459459,0.833333333333333,0.864197530864197,0.848484848484848,0.717837837837838,0.822834645669291,0.810077519379845,0.81640625
