"","cost","trainAcc","valAcc","valPrecision","valRecall","valF1_score","testAcc","testPrecision","testRecall","testF1_score"
"1",1,0.792145973819913,0.772619047619048,0.721212121212121,0.870731707317073,0.788950276243094,0.75743162901308,0.714003944773176,0.859857482185273,0.780172413793103
"2",11,0.910749702499008,0.822619047619048,0.794582392776524,0.858536585365854,0.825322391559203,0.80499405469679,0.78619153674833,0.838479809976247,0.811494252873563
"3",21,0.935343117810393,0.81547619047619,0.793103448275862,0.841463414634146,0.816568047337278,0.79667063020214,0.782805429864253,0.821852731591449,0.801853997682503
"4",31,0.948433161443871,0.813095238095238,0.794871794871795,0.831707317073171,0.812872467222884,0.79667063020214,0.785388127853881,0.817102137767221,0.80093131548312
"5",41,0.957159857199524,0.801190476190476,0.785882352941176,0.814634146341463,0.8,0.791914387633769,0.783410138248848,0.807600950118765,0.795321637426901
"6",51,0.963506545021817,0.8,0.788095238095238,0.807317073170732,0.797590361445783,0.788347205707491,0.783216783216783,0.798099762470309,0.790588235294117
"7",61,0.964696548988497,0.796428571428571,0.783847980997625,0.804878048780488,0.794223826714801,0.785969084423306,0.782201405152225,0.793349168646081,0.787735849056604
"8",71,0.964696548988497,0.797619047619048,0.785714285714286,0.804878048780488,0.795180722891566,0.785969084423306,0.783529411764706,0.790973871733967,0.787234042553192
"9",81,0.96509321697739,0.794047619047619,0.782816229116945,0.8,0.791314837153197,0.784780023781213,0.783018867924528,0.788598574821853,0.785798816568047
"10",91,0.96628322094407,0.794047619047619,0.782816229116945,0.8,0.791314837153197,0.78359096313912,0.781176470588235,0.788598574821853,0.784869976359338
"11",101,0.966679888932963,0.791666666666667,0.780429594272076,0.797560975609756,0.788902291917973,0.784780023781213,0.78169014084507,0.790973871733967,0.786304604486423
"12",111,0.967076556921856,0.791666666666667,0.780429594272076,0.797560975609756,0.788902291917973,0.784780023781213,0.78169014084507,0.790973871733967,0.786304604486423
"13",121,0.967076556921856,0.792857142857143,0.780952380952381,0.8,0.790361445783133,0.784780023781213,0.78169014084507,0.790973871733967,0.786304604486423
"14",131,0.96747322491075,0.792857142857143,0.780952380952381,0.8,0.790361445783133,0.784780023781213,0.78169014084507,0.790973871733967,0.786304604486423
"15",141,0.96747322491075,0.792857142857143,0.780952380952381,0.8,0.790361445783133,0.78359096313912,0.779859484777518,0.790973871733967,0.785377358490566
"16",151,0.96866322887743,0.792857142857143,0.780952380952381,0.8,0.790361445783133,0.784780023781213,0.780373831775701,0.793349168646081,0.78680800942285
"17",161,0.96866322887743,0.791666666666667,0.779097387173397,0.8,0.789410348977136,0.784780023781213,0.780373831775701,0.793349168646081,0.78680800942285
"18",171,0.96866322887743,0.791666666666667,0.779097387173397,0.8,0.789410348977136,0.784780023781213,0.780373831775701,0.793349168646081,0.78680800942285
"19",181,0.96866322887743,0.791666666666667,0.779097387173397,0.8,0.789410348977136,0.784780023781213,0.780373831775701,0.793349168646081,0.78680800942285
"20",191,0.96866322887743,0.791666666666667,0.779097387173397,0.8,0.789410348977136,0.784780023781213,0.780373831775701,0.793349168646081,0.78680800942285
"21",201,0.96866322887743,0.791666666666667,0.779097387173397,0.8,0.789410348977136,0.784780023781213,0.780373831775701,0.793349168646081,0.78680800942285
"22",211,0.96866322887743,0.791666666666667,0.779097387173397,0.8,0.789410348977136,0.784780023781213,0.780373831775701,0.793349168646081,0.78680800942285
"23",221,0.968266560888536,0.791666666666667,0.779097387173397,0.8,0.789410348977136,0.784780023781213,0.780373831775701,0.793349168646081,0.78680800942285
"24",231,0.968266560888536,0.792857142857143,0.779620853080569,0.802439024390244,0.790865384615385,0.784780023781213,0.780373831775701,0.793349168646081,0.78680800942285
"25",241,0.96866322887743,0.791666666666667,0.779097387173397,0.8,0.789410348977136,0.784780023781213,0.780373831775701,0.793349168646081,0.78680800942285
"26",251,0.96866322887743,0.792857142857143,0.779620853080569,0.802439024390244,0.790865384615385,0.785969084423306,0.780885780885781,0.795724465558195,0.788235294117647
"27",261,0.96866322887743,0.792857142857143,0.779620853080569,0.802439024390244,0.790865384615385,0.785969084423306,0.780885780885781,0.795724465558195,0.788235294117647
"28",271,0.969059896866323,0.791666666666667,0.777777777777778,0.802439024390244,0.789915966386555,0.785969084423306,0.780885780885781,0.795724465558195,0.788235294117647
"29",281,0.969059896866323,0.791666666666667,0.777777777777778,0.802439024390244,0.789915966386555,0.785969084423306,0.780885780885781,0.795724465558195,0.788235294117647
"30",291,0.969059896866323,0.792857142857143,0.779620853080569,0.802439024390244,0.790865384615385,0.784780023781213,0.779069767441861,0.795724465558195,0.787309048178613
"31",301,0.969059896866323,0.792857142857143,0.779620853080569,0.802439024390244,0.790865384615385,0.784780023781213,0.779069767441861,0.795724465558195,0.787309048178613
"32",311,0.969059896866323,0.792857142857143,0.779620853080569,0.802439024390244,0.790865384615385,0.784780023781213,0.779069767441861,0.795724465558195,0.787309048178613
"33",321,0.969059896866323,0.792857142857143,0.779620853080569,0.802439024390244,0.790865384615385,0.784780023781213,0.779069767441861,0.795724465558195,0.787309048178613
"34",331,0.969456564855216,0.792857142857143,0.779620853080569,0.802439024390244,0.790865384615385,0.784780023781213,0.779069767441861,0.795724465558195,0.787309048178613
"35",341,0.970646568821896,0.792857142857143,0.779620853080569,0.802439024390244,0.790865384615385,0.784780023781213,0.779069767441861,0.795724465558195,0.787309048178613
"36",351,0.970646568821896,0.792857142857143,0.779620853080569,0.802439024390244,0.790865384615385,0.784780023781213,0.779069767441861,0.795724465558195,0.787309048178613
