"possRoutes","DISTANCE","ROUTES","ROUTESPREV","ADD","DEL","HUBS","DIRECT_COST","SEG_PAX","MKT_PAX"
1014010158,0,0,0,0,0,0,0,0,0
1014010257,0,0,0,0,0,0,0,0,968
1014010279,277,1,0,0,0,0,1003986.30578002,58497,35311
1014010299,0,0,0,0,0,0,0,0,0
1014010397,1269,1,0,0,0,1,4777628.92699186,89335,88671
1014010423,0,0,0,0,0,0,0,0,5382
1014010529,0,0,0,0,0,0,0,0,270
1014010599,0,0,0,0,0,0,0,0,12
1014010620,0,0,0,0,0,0,0,0,0
1014010666,0,0,0,0,0,0,0,0,0
1014010693,0,0,0,0,0,0,0,0,58
1014010713,0,0,0,0,0,0,0,0,1927
1014010721,0,0,0,0,0,1,0,0,1430
1014010781,0,0,0,0,0,0,0,0,0
1014010785,0,0,0,0,0,0,0,0,0
1014010792,0,0,0,0,0,0,0,0,0
1014010800,0,0,0,0,0,0,0,0,12013
1014010821,1670,1,0,0,0,0,3626844.48770761,41939,32435
1014010849,0,0,0,0,0,0,0,0,0
1014010868,0,0,0,0,0,0,0,0,0
1014010874,0,0,0,0,0,0,0,0,0
1014010994,0,0,0,0,0,0,0,0,0
1014011003,0,0,0,0,0,0,0,0,0
1014011042,0,0,0,0,0,0,0,0,327
1014011057,0,0,0,0,0,1,0,0,175
1014011066,0,0,0,0,0,0,0,0,984
1014011109,0,0,0,0,0,0,0,0,0
1014011193,1240,1,0,0,0,0,4681182.13517934,94954,94040
1014011259,580,1,0,0,0,0,6509796.90492736,181627,177838
1014011267,0,0,0,0,0,0,0,0,59
1014011278,0,0,0,0,0,1,0,0,1487
1014011292,349,1,0,0,0,1,4976217.81297418,238348,228287
1014011298,569,1,0,0,0,1,7383589.158782,241113,235053
1014011423,0,0,0,0,0,0,0,0,36
1014011433,0,0,0,0,0,1,0,0,384
1014011481,0,0,0,0,0,0,0,0,0
1014011540,223,1,0,0,0,0,1378716.81900628,100251,57830
1014011603,0,0,0,0,0,0,0,0,0
1014011618,0,0,0,0,0,1,0,0,1825
1014011624,0,0,0,0,0,0,0,0,0
1014011630,0,0,0,0,0,0,0,0,0
1014011637,0,0,0,0,0,0,0,0,0
1014011638,0,0,0,0,0,0,0,0,0
1014011697,0,0,0,0,0,0,0,0,488
1014011721,0,0,0,0,0,0,0,0,0
1014011775,0,0,0,0,0,0,0,0,0
1014011884,0,0,0,0,0,0,0,0,202
1014011986,0,0,0,0,0,0,0,0,0
1014011995,0,0,0,0,0,0,0,0,0
1014011996,0,0,0,0,0,0,0,0,0
1014012016,0,0,0,0,0,0,0,0,0
1014012173,0,0,0,0,0,0,0,0,0
1014012191,759,1,0,0,0,0,3486342.70381609,75815,45748
1014012197,0,0,0,0,0,0,0,0,0
1014012217,0,0,0,0,0,0,0,0,0
1014012264,0,0,0,0,0,1,0,0,638
1014012266,744,1,0,0,0,1,6665504.42837882,151891,150070
