possRoutes,DISTANCE,ROUTES,ROUTESPREV,ADD,DEL,HUBS,DIRECT_COST,SEG_PAX,MKT_PAX
1014010158,0,0,0,0,0,0,0,0,0
1014010257,0,0,0,0,0,0,0,0,0
1014010279,277,1,1,0,0,0,1057143.438,54062,35289
1014010299,0,0,0,0,0,0,0,0,0
1014010397,1269,1,1,0,0,1,7070215.062,115266,119875
1014010423,619,0,0,0,0,0,625148.5082,10093,5278
1014010529,0,0,0,0,0,0,0,0,2215
1014010599,0,0,0,0,0,0,0,0,2
1014010620,0,0,0,0,0,0,0,0,123
1014010666,0,0,0,0,0,0,0,0,0
1014010693,0,0,0,0,0,0,0,0,2330
1014010713,0,0,0,0,0,0,0,0,3638
1014010721,0,0,0,0,0,1,0,0,2268
1014010781,0,0,0,0,0,0,0,0,0
1014010785,0,0,0,0,0,0,0,0,0
1014010792,0,0,0,0,0,0,0,0,0
1014010800,0,0,0,0,0,0,0,0,10839
1014010821,1670,1,1,0,0,0,3381224.179,41202,34254
1014010849,0,0,0,0,0,0,0,0,0
1014010868,0,0,0,0,0,0,0,0,0
1014010874,0,0,0,0,0,0,0,0,0
1014010994,0,0,0,0,0,0,0,0,0
1014011003,0,0,0,0,0,0,0,0,0
1014011042,1411,0,0,0,0,0,76399.59913,343,1054
1014011057,1449,1,0,1,0,1,14700.49352,115,68
1014011066,0,0,0,0,0,0,0,0,315
1014011109,280,0,0,0,0,0,1867.676184,128,160
1014011193,1240,1,1,0,0,0,6222105.789,99357,95192
1014011259,580,1,1,0,0,0,7354119.84,185233,184715
1014011267,0,0,0,0,0,0,0,0,507
1014011278,0,0,0,0,0,1,0,0,3621
1014011292,349,1,1,0,0,1,7452752.181,306515,300702
1014011298,569,1,1,0,0,1,12285555.58,317892,307574
1014011423,0,0,0,0,0,0,0,0,93
1014011433,0,0,0,0,0,1,0,0,2165
1014011481,0,0,0,0,0,0,0,0,0
1014011540,223,1,1,0,0,0,1573139.083,89433,56067
1014011603,0,0,0,0,0,0,0,0,0
1014011618,1805,1,0,1,0,1,323112.9855,2316,3084
1014011624,0,0,0,0,0,0,0,0,0
1014011630,0,0,0,0,0,0,0,0,0
1014011637,0,0,0,0,0,0,0,0,0
1014011638,0,0,0,0,0,0,0,0,18
1014011697,0,0,0,0,0,0,0,0,710
1014011721,0,0,0,0,0,0,0,0,0
1014011775,0,0,0,0,0,0,0,0,0
1014011884,0,0,0,0,0,0,0,0,880
1014011986,0,0,0,0,0,0,0,0,0
1014011995,0,0,0,0,0,0,0,0,1
1014011996,0,0,0,0,0,0,0,0,0
1014012016,0,0,0,0,0,0,0,0,0
1014012173,0,0,0,0,0,0,0,0,0
1014012191,759,1,1,0,0,0,3739961.737,74491,44962
1014012197,0,0,0,0,0,0,0,0,0
1014012217,0,0,0,0,0,0,0,0,6
1014012264,1628,0,0,0,0,1,808412.6968,8595,392
1014012266,744,1,1,0,0,1,7454101.029,146796,144972
1014012278,0,0,0,0,0,0,0,0,201
1014012323,0,0,0,0,0,0,0,0,0
1014012339,0,0,0,0,0,0,0,0,973
1014012391,0,0,0,0,0,0,0,0,0
1014012402,0,0,0,0,0,0,0,0,0
1014012448,0,0,0,0,0,0,0,0,0
1014012451,0,0,0,0,0,0,0,0,814
1014012478,0,0,0,0,0,1,0,0,850
1014012758,0,0,0,0,0,0,0,0,0
1014012889,487,1,1,0,0,0,5926284.493,185351,159852
1014012892,677,1,1,0,0,1,6684577.971,166063,138453
1014012896,289,1,1,0,0,0,927805.4598,48637,31871
1014012945,0,0,0,0,0,0,0,0,0
1014012953,0,0,0,0,0,1,0,0,79
1014012954,0,0,0,0,0,0,0,0,0
1014012982,0,0,0,0,0,0,0,0,0
1014012992,0,0,0,0,0,0,0,0,1477
1014013158,332,1,1,0,0,0,711471.5468,31959,25484
1014013198,718,1,1,0,0,0,4078011.319,87862,46179
1014013204,1552,1,1,0,0,0,5623618.918,69796,57026
1014013230,0,0,0,0,0,0,0,0,4
1014013232,1121,1,1,0,0,1,2530544.195,43709,58749
1014013244,942,0,0,0,0,0,3388.172102,85,0
1014013296,0,0,0,0,0,0,0,0,0
1014013303,0,0,0,0,0,1,0,0,127
1014013342,0,0,0,0,0,0,0,0,0
1014013367,0,0,0,0,0,0,0,0,0
1014013485,0,0,0,0,0,0,0,0,101
1014013487,981,1,1,0,0,1,3657446.416,89700,88011
1014013495,0,0,0,0,0,0,0,0,12799
1014013577,0,0,0,0,0,0,0,0,0
1014013796,889,1,1,0,0,0,4081427.848,69989,68732
1014013830,0,0,0,0,0,0,0,0,0
1014013851,510,0,0,0,0,0,488476.5485,9539,3314
1014013871,0,0,0,0,0,0,0,0,436
1014013891,630,0,0,0,0,0,1046244.515,16438,8365
1014013930,1118,1,1,0,0,1,7440516.179,109082,107994
1014013931,0,0,0,0,0,0,0,0,482
1014014027,0,0,0,0,0,0,0,0,181
1014014057,1111,1,1,0,0,0,2136069.466,36677,34408
1014014100,0,0,0,0,0,1,0,0,674
1014014107,328,1,1,0,0,1,11667629.46,528145,472661
1014014112,0,0,0,0,0,0,0,0,0
1014014122,0,0,0,0,0,0,0,0,0
1014014193,0,0,0,0,0,0,0,0,2
1014014262,0,0,0,0,0,0,0,0,2
1014014307,0,0,0,0,0,0,0,0,1394
1014014321,0,0,0,0,0,0,0,0,0
1014014492,0,0,0,0,0,0,0,0,2746
1014014524,0,0,0,0,0,0,0,0,220
1014014570,0,0,0,0,0,0,0,0,5176
1014014576,0,0,0,0,0,0,0,0,0
1014014635,0,0,0,0,0,0,0,0,5
1014014679,628,1,1,0,0,0,4706331.103,120816,84424
1014014683,609,0,0,0,0,0,519775.129,7367,21826
1014014685,0,0,0,0,0,0,0,0,0
1014014730,0,0,0,0,0,0,0,0,1
