"","year","origin","dest","distcalc","origID","destID","dist_mi","dcost","segpax","mktpax","orig_income","dest_income","orig_pop","dest_pop","orig_tourist","dest_tourist","orig_industry","dest_industry","gdp","log_twoPops","twoPops","log_twoIncome","twoIncome"
"120",2005,"DCA","LAS",3357.34690157582,11278,12889,2089,5121092.309,39380,41151,,30075,754896,776305,"Y","Y","Y","Y",44307.83,27.0966360335806,1531201,,
"121",2005,"DCA","LAX",3714.98078499944,11278,12892,2311,3893552.007,32231,37645,,,754896,3788197,"Y","Y","Y","Y",44307.83,28.6817360086702,4543093,,
"122",2005,"DCA","LGA",345.17231786318,11278,12953,214,10363382.83,683626,684438,,37876,754896,8013368,"Y","Y","Y","Y",44307.83,29.4309569754756,8768264,,
"123",2005,"DCA","MCO",1225.50056394038,11278,13204,759,9965974.472,193777,188084,,28698,754896,223410,"Y","Y","Y","Y",44307.83,25.8510991977714,978306,,
"124",2005,"DCA","MDW",965.468833302286,11278,13232,601,4394263.114,143527,132620,,33736,754896,2752523,"Y","Y","Y","Y",44307.83,28.3623637739826,3507419,,
"125",2005,"DCA","MIA",1485.26924635071,11278,13303,920,14919951.81,310161,308820,,30200,754896,608056,"Y","Y","Y","Y",44307.83,26.8523575323687,1362952,,
"126",2005,"DCA","MSP",1496.49532315563,11278,13487,931,13175338.69,259566,262828,,36808,754896,376937,"Y","N","Y","N",44307.83,26.3741686141112,1131833,,
"127",2005,"DCA","ORD",983.928594259305,11278,13930,612,28841034.07,720686,710767,,33736,754896,2752523,"Y","Y","Y","Y",44307.83,28.3623637739826,3507419,,
"128",2005,"DCA","PDX",3777.40582949686,11278,14057,2350,2047061.643,16306,317,,31999,754896,538053,"Y","N","Y","Y",44307.83,26.7300476177016,1292949,,
"129",2005,"DCA","PHL",191.856409713629,11278,14100,119,668763.6902,81831,78286,,34480,754896,1490861,"Y","Y","Y","Y",44307.83,27.7491996337769,2245757,,
"130",2005,"DCA","PHX",3181.24790779893,11278,14107,1979,15108319.55,129282,128868,,30145,754896,1417720,"Y","N","Y","N",44307.83,27.6988957757618,2172616,,
"131",2005,"DCA","SAN",3658.86013552393,11278,14679,2276,3176111.331,24482,5198,,34343,754896,1257278,"Y","Y","Y","Y",44307.83,27.578794895014,2012174,,
"132",2005,"DCA","SEA",3742.51417576038,11278,14747,2329,9709325.954,80092,77030,,37040,754896,853562,"Y","N","Y","Y",44307.83,27.191508731039,1608458,,
"133",2005,"DCA","SFO",3925.33493114044,11278,14771,2442,4657066.101,32029,5658,,43543,754896,763016,"Y","Y","Y","Y",44307.83,27.0793695503012,1517912,,
"134",2005,"DCA","SLC",2975.36646604833,11278,14869,1851,4114637.701,43223,44040,,27984,754896,180488,"Y","Y","Y","N",44307.83,25.6377548429492,935384,,
"135",2005,"DCA","TPA",1313.35090558263,11278,15304,814,7593586.053,146022,144215,,30331,754896,326829,"Y","Y","Y","Y",44307.83,26.2315276477196,1081725,,
"136",2005,"DEN","DFW",1033.23962005655,11292,11298,641,33206806.82,801780,784769,35224,31238,551691,1808658,"Y","N","N","Y",44307.83,27.6288390776917,2360349,20.8188735288533,66462
"137",2005,"DEN","DTW",1804.32737032483,11292,11433,1123,17753434.72,280195,278991,35224,32254,551691,861222,"Y","N","N","Y",44307.83,26.8868509758099,1412913,20.8508802929761,67478
"138",2005,"DEN","EWR",2579.30582010567,11292,11618,1605,24683428.3,253726,254138,35224,34138,551691,515275,"Y","Y","N","Y",44307.83,26.3731994036253,1066966,20.9076493597599,69362
"139",2005,"DEN","FLL",2742.09967929531,11292,11697,1703,10380670.64,109308,106128,35224,,551691,318592,"Y","Y","N","N",44307.83,25.892409952201,870283,,
"140",2005,"DEN","HNL",5413.92724264333,11292,12173,3365,15578484.55,82135,94085,35224,,551691,918181,"Y","Y","N","Y",44307.83,26.9508932038374,1469872,,
"141",2005,"DEN","IAD",2333.88992344454,11292,12264,1452,33315552.71,380867,371435,35224,,551691,567136,"Y","Y","N","Y",44307.83,26.4690977987686,1118827,,
"142",2005,"DEN","IAH",1389.04572745128,11292,12266,862,26087166.55,514866,510490,35224,29663,551691,1995773,"Y","N","N","Y",44307.83,27.7272853878449,2547464,20.7671387043376,64887
"143",2005,"DEN","JFK",2612.71352873117,11292,12478,1626,9033780.879,109865,111161,35224,37876,551691,8013368,"Y","Y","N","Y",44307.83,29.1173650909907,8565059,21.011555892539,73100
"144",2005,"DEN","LAS",1010.51226085228,11292,12889,629,26013469.12,728023,705178,35224,30075,551691,776305,"Y","Y","N","Y",44307.83,26.7830441490958,1327996,20.7809324882785,65299
"145",2005,"DEN","LAX",1386.62444350437,11292,12892,862,45374056.62,874379,846357,35224,,551691,3788197,"Y","Y","N","Y",44307.83,28.3681441241854,4339888,,
"146",2005,"DEN","LGA",2602.73543375963,11292,12953,1619,31186198.71,333905,332560,35224,37876,551691,8013368,"Y","Y","N","Y",44307.83,29.1173650909907,8565059,21.011555892539,73100
"147",2005,"DEN","MCO",2489.14000810253,11292,13204,1546,24941516.47,298808,293888,35224,28698,551691,223410,"Y","Y","N","Y",44307.83,25.5375073132866,775101,20.7340656603439,63922
