sno,origin,dest,distcalc,origID,destID,year,dist_mi,dcost,segpax,mktpax,orig_income,dest_income,orig_pop,dest_pop,Hub,ecoPerCapita,Tourist,Industry,Label
616,DFW,SLC,1591.211513,11298,14869,2006,988,20749672.82,313013,323854,30734,26989,1177916,182106,2,46437.11,1,1,0
617,DFW,TPA,1494.360853,11298,15304,2006,929,19941689.21,336098,331262,30734,29986,1177916,331642,1,46437.11,1,2,1
618,DTW,EWR,784.3558942,11433,11618,2006,487,11859733.56,241254,241060,31173,36736,811922,273210,2,46437.11,1,2,0
619,DTW,FLL,1820.345003,11433,11697,2006,1127,21991916.46,323468,301985,31173,43966,811922,173624,1,46437.11,1,1,0
621,DTW,IAD,616.4905575,11433,12264,2006,383,6058202.774,167393,166485,31173,46000,811922,570681,2,46437.11,1,2,0
622,DTW,IAH,1732.819103,11433,12266,2006,1076,24279143.83,335251,334576,31173,59004,811922,2038721,2,46437.11,0,2,1
623,DTW,JFK,817.6373818,11433,12478,2006,508,4040217.982,83363,108007,31173,36855,811922,7993906,2,46437.11,1,2,0
624,DTW,LAS,2811.19433,11433,12889,2006,1750,42877907.42,390060,396414,31173,31392,811922,566221,1,46437.11,1,2,1
625,DTW,LAX,3181.541245,11433,12892,2006,1979,39105414.04,327792,324976,31173,44666,811922,3767960,2,46437.11,1,2,1
626,DTW,LGA,806.0400987,11433,12953,2006,501,19386336.5,538655,529957,31173,36855,811922,7993906,2,46437.11,1,2,1
627,DTW,MCO,1545.383134,11433,13204,2006,957,42066205.58,614020,614245,31173,29702,811922,228762,1,46437.11,1,2,1
628,DTW,MDW,366.9713507,11433,13232,2006,229,6411695.553,348095,333065,31173,33070,811922,2720181,2,46437.11,1,2,1
629,DTW,MIA,1849.154953,11433,13303,2006,1145,9795585.567,141955,141258,31173,30115,811922,385314,2,46437.11,1,2,0
630,DTW,MSP,849.1837759,11433,13487,2006,528,27589076.08,691209,670639,31173,36092,811922,376495,2,46437.11,0,1,1
631,DTW,ORD,376.9464304,11433,13930,2006,235,12545220.19,663774,654154,31173,33070,811922,2720181,2,46437.11,1,2,1
632,DTW,PDX,3138.425287,11433,14057,2006,1953,4635184.942,40817,47739,31173,32022,811922,544669,1,46437.11,0,2,0
633,DTW,PHL,728.8722517,11433,14100,2006,453,12002172.96,314554,312484,31173,33390,811922,1488710,2,46437.11,1,2,0
634,DTW,PHX,2686.974469,11433,14107,2006,1671,46772550.4,472984,466105,31173,30316,811922,1441241,2,46437.11,0,1,1
635,DTW,SAN,3145.685449,11433,14679,2006,1956,10189756.93,90341,94020,31173,33774,811922,1257625,1,46437.11,1,2,0
636,DTW,SEA,3096.666198,11433,14747,2006,1927,23046460.52,188855,186532,31173,37266,811922,580609,2,46437.11,0,2,0
637,DTW,SFO,3341.093152,11433,14771,2006,2079,26696669.58,211116,200721,31173,42934,811922,768650,2,46437.11,1,2,0
638,DTW,SLC,2380.543451,11433,14869,2006,1481,1748340.821,16416,18496,31173,26989,811922,182106,2,46437.11,1,1,0
639,DTW,TPA,1586.585772,11433,15304,2006,983,17192650.83,274345,277265,31173,29986,811922,331642,1,46437.11,1,2,0
640,EWR,FLL,1718.762555,11618,11697,2006,1065,41615818.96,629196,629508,36736,43966,273210,173624,1,46437.11,2,1,1
641,EWR,HNL,7982.319802,11618,12173,2006,4962,16394388.72,72491,72491,36736,40443,273210,926954,1,46437.11,2,2,0
642,EWR,IAD,341.9064382,11618,12264,2006,213,4149407.884,140240,140509,36736,46000,273210,570681,2,46437.11,2,2,0
643,EWR,IAH,2253.069147,11618,12266,2006,1400,49600674.82,495277,475338,36736,59004,273210,2038721,2,46437.11,1,2,1
645,EWR,LAS,3580.035976,11618,12889,2006,2227,72374341.18,437649,438425,36736,31392,273210,566221,1,46437.11,2,2,1
646,EWR,LAX,3945.367501,11618,12892,2006,2454,76479236.21,505237,506508,36736,44666,273210,3767960,2,46437.11,2,2,1
647,EWR,LGA,26.69850822,11618,12953,2006,17,513.8659074,7,53,36736,36855,273210,7993906,2,46437.11,2,2,0
648,EWR,MCO,1512.568921,11618,13204,2006,938,51129285.37,782581,781430,36736,29702,273210,228762,1,46437.11,2,2,1
649,EWR,MDW,1142.369492,11618,13232,2006,711,9981181.031,152076,146495,36736,33070,273210,2720181,2,46437.11,2,2,0
650,EWR,MIA,1752.553141,11618,13303,2006,1086,26359991.49,380617,379307,36736,30115,273210,385314,2,46437.11,2,2,1
651,EWR,MSP,1620.534246,11618,13487,2006,1008,22072106.07,243802,248952,36736,36092,273210,376495,2,46437.11,1,1,0
652,EWR,ORD,1155.919658,11618,13930,2006,719,39452113.63,759736,754567,36736,33070,273210,2720181,2,46437.11,2,2,1
653,EWR,PDX,3910.884815,11618,14057,2006,2433,11603376.83,85660,86463,36736,32022,273210,544669,1,46437.11,1,2,0
654,EWR,PHL,128.9517758,11618,14100,2006,81,43254.56561,3909,3719,36736,33390,273210,1488710,2,46437.11,2,2,0
655,EWR,PHX,3429.189668,11618,14107,2006,2133,39755777.44,327527,324509,36736,30316,273210,1441241,2,46437.11,1,1,1
656,EWR,SAN,3899.404406,11618,14679,2006,2425,19949177.23,155460,157584,36736,33774,273210,1257625,1,46437.11,2,2,0
657,EWR,SEA,3859.325368,11618,14747,2006,2401,32617468.13,253112,255383,36736,37266,273210,580609,2,46437.11,1,2,0
658,EWR,SFO,4123.02587,11618,14771,2006,2565,55199641.75,366188,373981,36736,42934,273210,768650,2,46437.11,2,2,1
659,EWR,SLC,3163.777435,11618,14869,2006,1968,13284497.11,115907,115939,36736,26989,273210,182106,2,46437.11,2,1,0
660,EWR,TPA,1609.068619,11618,15304,2006,998,20320275.3,353497,353935,36736,29986,273210,331642,1,46437.11,2,2,1
662,FLL,IAD,1455.144281,11697,12264,2006,901,8348058.51,164645,161179,43966,46000,173624,570681,1,46437.11,2,1,0
663,FLL,IAH,1553.26639,11697,12266,2006,965,16329770.06,268949,271074,43966,59004,173624,2038721,1,46437.11,1,1,0
664,FLL,JFK,1725.216024,11697,12478,2006,1069,42587825.92,689467,687773,43966,36855,173624,7993906,1,46437.11,2,1,1
665,FLL,LAS,3496.024601,11697,12889,2006,2174,14857542.66,115197,132184,43966,31392,173624,566221,0,46437.11,2,1,0
666,FLL,LAX,3767.361085,11697,12892,2006,2342,26376834.48,184873,196182,43966,44666,173624,3767960,1,46437.11,2,1,0
667,FLL,LGA,1736.523283,11697,12953,2006,1076,50431525.77,763972,741199,43966,36855,173624,7993906,1,46437.11,2,1,1
668,FLL,MCO,286.2205342,11697,13204,2006,178,2682028.217,226174,163664,43966,29702,173624,228762,0,46437.11,2,1,0
669,FLL,MDW,1882.808408,11697,13232,2006,1166,13313667.26,172273,173089,43966,33070,173624,2720181,1,46437.11,2,1,0
671,FLL,MSP,2398.687404,11697,13487,2006,1487,5350590.326,56859,57053,43966,36092,173624,376495,1,46437.11,1,0,0
672,FLL,ORD,1907.817051,11697,13930,2006,1182,21918317.55,307181,297050,43966,33070,173624,2720181,1,46437.11,2,1,0
673,FLL,PDX,4334.694486,11697,14057,2006,0,0,0,805,43966,32022,173624,544669,0,46437.11,1,1,0
674,FLL,PHL,1602.465431,11697,14100,2006,992,31701011.88,468763,455264,43966,33390,173624,1488710,1,46437.11,2,1,1
675,FLL,PHX,3172.420197,11697,14107,2006,1972,10238489.94,89352,97630,43966,30316,173624,1441241,1,46437.11,1,0,0
676,FLL,SAN,3648.447681,11697,14679,2006,0,0,0,2519,43966,33774,173624,1257625,0,46437.11,2,1,0
677,FLL,SEA,4372.721542,11697,14747,2006,2717,3410077.326,21528,7805,43966,37266,173624,580609,1,46437.11,1,1,0
678,FLL,SFO,4155.468089,11697,14771,2006,2583,2016608.317,13285,4348,43966,42934,173624,768650,1,46437.11,2,1,0
679,FLL,SLC,3353.19638,11697,14869,2006,2083,4925195.344,44205,42402,43966,26989,173624,182106,1,46437.11,2,0,0
680,FLL,TPA,317.1635112,11697,15304,2006,197,4413155.106,312664,251500,43966,29986,173624,331642,0,46437.11,2,1,0
682,HNL,IAH,6279.429333,12173,12266,2006,3904,27892051.2,156696,156923,40443,59004,926954,2038721,1,46437.11,1,2,0
684,HNL,LAS,4445.39715,12173,12889,2006,2762,34007367.88,220930,225139,40443,31392,926954,566221,0,46437.11,2,2,0
685,HNL,LAX,4112.843663,12173,12892,2006,2556,156379879.2,1098384,1083737,40443,44666,926954,3767960,1,46437.11,2,2,1
688,HNL,MDW,6840.839101,12173,13232,2006,0,0,0,5755,40443,33070,926954,2720181,1,46437.11,2,2,0
690,HNL,MSP,6390.86243,12173,13487,2006,3972,23279285.17,87062,99009,40443,36092,926954,376495,1,46437.11,1,1,0
691,HNL,ORD,6826.636547,12173,13930,2006,4244,46246177.21,180321,182996,40443,33070,926954,2720181,1,46437.11,2,2,0
692,HNL,PDX,4192.895282,12173,14057,2006,2603,26854421.4,147653,137494,40443,32022,926954,544669,0,46437.11,1,2,0
694,HNL,PHX,4693.748454,12173,14107,2006,2918,38346121.79,225078,224744,40443,30316,926954,1441241,1,46437.11,1,1,0
695,HNL,SAN,4205.397621,12173,14679,2006,2614,12756785.86,90774,91140,40443,33774,926954,1257625,0,46437.11,2,2,0
696,HNL,SEA,4312.673715,12173,14747,2006,2677,48886092.89,237768,236919,40443,37266,926954,580609,1,46437.11,1,2,0
697,HNL,SFO,3861.18638,12173,14771,2006,2399,88270543.81,611473,588411,40443,42934,926954,768650,1,46437.11,2,2,1
698,HNL,SLC,4818.543013,12173,14869,2006,2994,12093244.12,88621,87547,40443,26989,926954,182106,1,46437.11,2,1,0
700,IAD,IAH,1915.336495,12264,12266,2006,1190,9975390.715,64543,65951,46000,59004,570681,2038721,2,46437.11,1,2,0
701,IAD,JFK,366.8571204,12264,12478,2006,228,3173812.714,140243,150726,46000,36855,570681,7993906,2,46437.11,2,2,0
702,IAD,LAS,3319.786393,12264,12889,2006,2066,24037669.06,200069,199222,46000,31392,570681,566221,1,46437.11,2,2,0
703,IAD,LAX,3677.691964,12264,12892,2006,2288,74292588.95,541708,529074,46000,44666,570681,3767960,2,46437.11,2,2,1
704,IAD,LGA,367.9917495,12264,12953,2006,229,2700871.904,129922,125917,46000,36855,570681,7993906,2,46437.11,2,2,0
705,IAD,MCO,1223.588912,12264,13204,2006,758,18978356.67,388899,389095,46000,29702,570681,228762,1,46437.11,2,2,1
706,IAD,MDW,927.6681029,12264,13232,2006,577,2222786.642,60069,58440,46000,33070,570681,2720181,2,46437.11,2,2,0
707,IAD,MIA,1488.079238,12264,13303,2006,921,8178807.364,147752,146704,46000,30115,570681,385314,2,46437.11,2,2,0
708,IAD,MSP,1459.837502,12264,13487,2006,908,9058066.777,119481,119503,46000,36092,570681,376495,2,46437.11,1,1,0
709,IAD,ORD,946.2171516,12264,13930,2006,589,17802806.81,418705,410439,46000,33070,570681,2720181,2,46437.11,2,2,1
710,IAD,PDX,3739.925389,12264,14057,2006,2327,6020812.734,37477,39186,46000,32022,570681,544669,1,46437.11,1,2,0
711,IAD,PHL,216.8463073,12264,14100,2006,134,1019991.139,64093,63669,46000,33390,570681,1488710,2,46437.11,2,2,0
712,IAD,PHX,3144.707879,12264,14107,2006,1956,13442308.64,103729,96245,46000,30316,570681,1441241,2,46437.11,1,1,0
713,IAD,SAN,3621.986661,12264,14679,2006,2253,24082540.61,172932,172162,46000,33774,570681,1257625,1,46437.11,2,2,0
714,IAD,SEA,3705.49056,12264,14747,2006,2306,21297185.03,151295,150212,46000,37266,570681,580609,2,46437.11,1,2,0
715,IAD,SFO,3887.329119,12264,14771,2006,2419,56123467.18,378582,369170,46000,42934,570681,768650,2,46437.11,2,2,1
716,IAD,SLC,2937.285976,12264,14869,2006,1827,6284162.45,65188,64673,46000,26989,570681,182106,2,46437.11,2,1,0
717,IAD,TPA,1308.498828,12264,15304,2006,810,8101876.195,174406,175396,46000,29986,570681,331642,1,46437.11,2,2,0
718,IAH,JFK,2280.440374,12266,12478,2006,1417,8868315.098,81211,79653,59004,36855,2038721,7993906,2,46437.11,1,2,0
719,IAH,LAS,1965.003335,12266,12889,2006,1222,35899679.56,420474,421390,59004,31392,2038721,566221,1,46437.11,1,2,1
720,IAH,LAX,2217.483136,12266,12892,2006,1379,63713014.54,602486,593071,59004,44666,2038721,3767960,2,46437.11,1,2,1
721,IAH,LGA,2279.686717,12266,12953,2006,1416,30806776.28,345987,350036,59004,36855,2038721,7993906,2,46437.11,1,2,1
722,IAH,MCO,1373.546192,12266,13204,2006,853,25105453.34,377165,377378,59004,29702,2038721,228762,1,46437.11,1,2,1
723,IAH,MDW,1479.835301,12266,13232,2006,0,0,0,178,59004,33070,2038721,2720181,2,46437.11,1,2,0
724,IAH,MIA,1551.143873,12266,13303,2006,964,18360515.63,281921,280116,59004,30115,2038721,385314,2,46437.11,1,2,0
725,IAH,MSP,1668.769119,12266,13487,2006,1034,21380187.42,234244,234296,59004,36092,2038721,376495,2,46437.11,0,1,0
726,IAH,ORD,1492.459734,12266,13930,2006,925,32648602.27,475746,476693,59004,33070,2038721,2720181,2,46437.11,1,2,1
727,IAH,PDX,2936.954853,12266,14057,2006,1825,17950057.8,176521,177071,59004,32022,2038721,544669,1,46437.11,0,2,0
728,IAH,PHL,2131.900739,12266,14100,2006,1324,21563996.47,232262,251804,59004,33390,2038721,1488710,2,46437.11,1,2,0
729,IAH,PHX,1622.748097,12266,14107,2006,1009,31059889.47,447852,438578,59004,30316,2038721,1441241,2,46437.11,0,1,1
730,IAH,SAN,2095.468028,12266,14679,2006,1303,22203765.21,309031,312726,59004,33774,2038721,1257625,1,46437.11,1,2,0
731,IAH,SEA,3017.007459,12266,14747,2006,1874,39382281.42,350710,337014,59004,37266,2038721,580609,2,46437.11,0,2,1
732,IAH,SFO,2630.126024,12266,14771,2006,1635,32718517.66,311794,313303,59004,42934,2038721,768650,2,46437.11,1,2,0
733,IAH,SLC,1924.48041,12266,14869,2006,1195,21032618.57,202465,223685,59004,26989,2038721,182106,2,46437.11,1,1,0
734,IAH,TPA,1266.427957,12266,15304,2006,787,11770010.99,258298,257243,59004,29986,2038721,331642,1,46437.11,1,2,0
735,JFK,LAS,3613.350203,12478,12889,2006,2248,66733451.56,499574,494337,36855,31392,7993906,566221,1,46437.11,2,2,1
736,JFK,LAX,3978.585011,12478,12892,2006,2475,194162486.2,1040389,1037252,36855,44666,7993906,3767960,2,46437.11,2,2,1
738,JFK,MCO,1523.07669,12478,13204,2006,944,41424793.94,768599,762451,36855,29702,7993906,228762,1,46437.11,2,2,1
739,JFK,MDW,1175.795561,12478,13232,2006,0,0,0,39,36855,33070,7993906,2720181,2,46437.11,2,2,0
740,JFK,MIA,1759.075272,12478,13303,2006,1090,31830669.88,408591,410437,36855,30115,7993906,385314,2,46437.11,2,2,1
741,JFK,MSP,1653.116524,12478,13487,2006,1028,11088407.11,154722,163265,36855,36092,7993906,376495,2,46437.11,1,1,0
742,JFK,ORD,1189.334072,12478,13930,2006,740,2889936.229,32041,43314,36855,33070,7993906,2720181,2,46437.11,2,2,0
743,JFK,PDX,3943.251437,12478,14057,2006,2454,6182138.86,44896,45256,36855,32022,7993906,544669,1,46437.11,1,2,0
744,JFK,PHL,150.7451307,12478,14100,2006,94,154112.3711,7987,348,36855,33390,7993906,1488710,2,46437.11,2,2,0
745,JFK,PHX,3461.97168,12478,14107,2006,2153,26348081.43,205328,203740,36855,30316,7993906,1441241,2,46437.11,1,1,0
746,JFK,SAN,3932.414882,12478,14679,2006,2446,35738917.73,250748,251223,36855,33774,7993906,1257625,1,46437.11,2,2,0
747,JFK,SEA,3891.18252,12478,14747,2006,2421,32075595.26,223183,223323,36855,37266,7993906,580609,2,46437.11,1,2,0
748,JFK,SFO,4156.444177,12478,14771,2006,2586,104718034.3,632233,635564,36855,42934,7993906,768650,2,46437.11,2,2,1
749,JFK,SLC,3197.165965,12478,14869,2006,1989,20074718.69,170306,170914,36855,26989,7993906,182106,2,46437.11,2,1,0
750,JFK,TPA,1621.332088,12478,15304,2006,1005,25250015.25,434858,433388,36855,29986,7993906,331642,1,46437.11,2,2,1
751,LAS,LAX,380.3422652,12889,12892,2006,236,20104262.78,1202057,1160537,31392,44666,566221,3767960,1,46437.11,2,2,1
752,LAS,LGA,3604.042003,12889,12953,2006,2242,442761.6174,2338,6474,31392,36855,566221,7993906,1,46437.11,2,2,0
753,LAS,MCO,3279.789555,12889,13204,2006,2039,15653007.97,131064,146156,31392,29702,566221,228762,0,46437.11,2,2,0
754,LAS,MDW,2444.63798,12889,13232,2006,1521,36828758.54,419507,391478,31392,33070,566221,2720181,1,46437.11,2,2,1
755,LAS,MIA,3498.087714,12889,13303,2006,2175,21172728.21,153368,155179,31392,30115,566221,385314,1,46437.11,2,2,0
756,LAS,MSP,2090.135229,12889,13487,2006,1300,44640471.85,540783,536220,31392,36092,566221,376495,1,46437.11,1,1,1
757,LAS,ORD,2434.314835,12889,13930,2006,1515,72421222.82,816772,818248,31392,33070,566221,2720181,1,46437.11,2,2,1
758,LAS,PDX,1228.984904,12889,14057,2006,762,19651600.71,349342,332713,31392,32022,566221,544669,0,46437.11,1,2,1
759,LAS,PHL,3498.369798,12889,14100,2006,2176,55503222.6,425077,427242,31392,33390,566221,1488710,1,46437.11,2,2,1
760,LAS,PHX,411.3472126,12889,14107,2006,256,20243981.14,1115151,1021072,31392,30316,566221,1441241,1,46437.11,1,1,1
761,LAS,SAN,416.8488806,12889,14679,2006,258,10753668.95,610061,563318,31392,33774,566221,1257625,0,46437.11,2,2,1
762,LAS,SEA,1396.866343,12889,14747,2006,866,35495426.44,615650,622764,31392,37266,566221,580609,1,46437.11,1,2,1
763,LAS,SFO,665.6178632,12889,14771,2006,414,15369379.66,603576,594978,31392,42934,566221,768650,1,46437.11,2,2,1
764,LAS,SLC,592.6232788,12889,14869,2006,368,14200147.47,507087,487671,31392,26989,566221,182106,1,46437.11,2,1,1
765,LAS,TPA,3191.026335,12889,15304,2006,1984,12405105.61,110065,116461,31392,29986,566221,331642,0,46437.11,2,2,0
766,LAX,LGA,3969.708828,12892,12953,2006,2469,511533.581,2823,6849,44666,36855,3767960,7993906,2,46437.11,2,2,0
767,LAX,MCO,3566.242171,12892,13204,2006,2217,37759774.16,279410,304791,44666,29702,3767960,228762,1,46437.11,2,2,0
768,LAX,MDW,2814.612996,12892,13232,2006,1751,27266340.94,269170,255626,44666,33070,3767960,2720181,2,46437.11,2,2,0
769,LAX,MIA,3766.773696,12892,13303,2006,2342,51697847.73,375041,375609,44666,30115,3767960,385314,2,46437.11,2,2,1
770,LAX,MSP,2470.008834,12892,13487,2006,1536,46727575.09,422045,421962,44666,36092,3767960,376495,2,46437.11,1,1,1
771,LAX,ORD,2805.075697,12892,13930,2006,1745,123756767.6,1163966,1160620,44666,33070,3767960,2720181,2,46437.11,2,2,1
772,LAX,PDX,1344.561563,12892,14057,2006,834,19330769.42,351929,373181,44666,32022,3767960,544669,1,46437.11,1,2,1
773,LAX,PHL,3860.588745,12892,14100,2006,2401,53966000.75,390808,387357,44666,33390,3767960,1488710,2,46437.11,2,2,1
774,LAX,PHX,594.9879492,12892,14107,2006,370,23611396.2,861171,783962,44666,30316,3767960,1441241,2,46437.11,1,1,1
775,LAX,SAN,175.8675006,12892,14679,2006,109,6033484.143,309339,307971,44666,33774,3767960,1257625,1,46437.11,2,2,0
776,LAX,SEA,1538.80082,12892,14747,2006,954,40460959.33,664317,658559,44666,37266,3767960,580609,2,46437.11,1,2,1
777,LAX,SFO,543.8348271,12892,14771,2006,337,21360185.68,936660,903007,44666,42934,3767960,768650,2,46437.11,2,2,1
778,LAX,SLC,950.3448585,12892,14869,2006,590,19995526.65,454416,447883,44666,26989,3767960,182106,2,46437.11,2,1,1
779,LAX,TPA,3470.224403,12892,15304,2006,2158,12531627.44,96328,112428,44666,29986,3767960,331642,1,46437.11,2,2,0
780,LGA,MCO,1532.668463,12953,13204,2006,950,27628997.93,464766,467548,36855,29702,7993906,228762,1,46437.11,2,2,1
781,LGA,MDW,1165.250962,12953,13232,2006,725,13467742.58,283500,270815,36855,33070,7993906,2720181,2,46437.11,2,2,0
782,LGA,MIA,1770.35691,12953,13303,2006,1097,33049046.22,519503,514645,36855,30115,7993906,385314,2,46437.11,2,2,1
783,LGA,MSP,1639.899494,12953,13487,2006,1020,17127593.04,265571,260235,36855,36092,7993906,376495,2,46437.11,1,1,0
784,LGA,ORD,1178.543542,12953,13930,2006,733,59814888.34,1215856,1194450,36855,33070,7993906,2720181,2,46437.11,2,2,1
785,LGA,PDX,3929.702158,12953,14057,2006,0,0,0,2924,36855,32022,7993906,544669,1,46437.11,1,2,0
786,LGA,PHL,153.7339222,12953,14100,2006,96,257080.687,24497,23027,36855,33390,7993906,1488710,2,46437.11,2,2,0
787,LGA,PHX,3454.374931,12953,14107,2006,2149,455940.1749,1873,2362,36855,30316,7993906,1441241,2,46437.11,1,1,0
788,LGA,SAN,3924.224632,12953,14679,2006,0,0,0,5714,36855,33774,7993906,1257625,1,46437.11,2,2,0
789,LGA,SEA,3877.069405,12953,14747,2006,0,0,0,4384,36855,37266,7993906,580609,2,46437.11,1,2,0
790,LGA,SFO,4145.653124,12953,14771,2006,2579,757318.3949,3722,6061,36855,42934,7993906,768650,2,46437.11,2,2,0
791,LGA,SLC,3186.055238,12953,14869,2006,1982,1205209.662,10784,15977,36855,26989,7993906,182106,2,46437.11,2,1,0
792,LGA,TPA,1630.120321,12953,15304,2006,1011,13309890.21,210312,213210,36855,29986,7993906,331642,1,46437.11,2,2,0
793,MCO,MDW,1597.209364,13204,13232,2006,989,25587670.95,378174,374548,29702,33070,228762,2720181,1,46437.11,2,2,1
794,MCO,MIA,310.3178081,13204,13303,2006,193,4376788.745,351982,338869,29702,30115,228762,385314,1,46437.11,2,2,1
795,MCO,MSP,2112.790781,13204,13487,2006,1310,35867928.7,371577,369277,29702,36092,228762,376495,1,46437.11,1,1,1
796,MCO,ORD,1622.186643,13204,13930,2006,1005,31113506.2,526697,533409,29702,33070,228762,2720181,1,46437.11,2,2,1
797,MCO,PDX,4077.73842,13204,14057,2006,2534,2018985.325,14297,9309,29702,32022,228762,544669,0,46437.11,1,2,0
798,MCO,PHL,1390.144532,13204,14100,2006,861,43420838.19,765780,760240,29702,33390,228762,1488710,1,46437.11,2,2,1
799,MCO,PHX,2972.991534,13204,14107,2006,1848,15498896.55,146389,143442,29702,30316,228762,1441241,1,46437.11,1,1,0
800,MCO,SAN,3455.410336,13204,14679,2006,2148,437413.9168,3215,31346,29702,33774,228762,1257625,0,46437.11,2,2,0
801,MCO,SEA,4109.513216,13204,14747,2006,2553,12811021.89,95131,111965,29702,37266,228762,580609,1,46437.11,1,2,0
802,MCO,SFO,3933.554739,13204,14771,2006,2445,9861465.643,66131,67316,29702,42934,228762,768650,1,46437.11,2,2,0
803,MCO,SLC,3106.746004,13204,14869,2006,1929,12870916.51,110039,120594,29702,26989,228762,182106,1,46437.11,2,1,0
805,MDW,MIA,1907.516181,13232,13303,2006,1182,7972536.013,109308,60,33070,30115,2720181,385314,2,46437.11,2,2,0
806,MDW,MSP,560.9168927,13232,13487,2006,349,10862593.17,335487,310460,33070,36092,2720181,376495,2,46437.11,1,1,0
807,MDW,ORD,25.161806,13232,13930,2006,16,913.7896157,136,20,33070,33070,2720181,2720181,2,46437.11,2,2,0
808,MDW,PDX,2814.03435,13232,14057,2006,1751,6249432.156,62524,58934,33070,32022,2720181,544669,1,46437.11,1,2,0
809,MDW,PHL,1074.158251,13232,14100,2006,668,10620763.04,215087,200868,33070,33390,2720181,1488710,2,46437.11,2,2,0
810,MDW,PHX,2322.226083,13232,14107,2006,1444,26870478.76,325882,281076,33070,30316,2720181,1441241,2,46437.11,1,1,0
811,MDW,SAN,2779.081118,13232,14679,2006,1728,15838680.79,160479,150945,33070,33774,2720181,1257625,1,46437.11,2,2,0
812,MDW,SEA,2785.475336,13232,14747,2006,1733,12867871.99,130077,112992,33070,37266,2720181,580609,2,46437.11,1,2,0
813,MDW,SFO,2980.799942,13232,14771,2006,1855,2713452.299,27715,20847,33070,42934,2720181,768650,2,46437.11,2,2,0
814,MDW,SLC,2022.700123,13232,14869,2006,1258,5130217.797,71341,62289,33070,26989,2720181,182106,2,46437.11,2,1,0
815,MDW,TPA,1608.71002,13232,15304,2006,997,14034852.8,240132,225259,33070,29986,2720181,331642,1,46437.11,2,2,0
816,MIA,MSP,2420.7699,13303,13487,2006,1501,10158471.61,116531,117771,30115,36092,385314,376495,2,46437.11,1,1,0
817,MIA,ORD,1932.488369,13303,13930,2006,1197,39952907.94,556405,554926,30115,33070,385314,2720181,2,46437.11,2,2,1
818,MIA,PDX,4344.930815,13303,14057,2006,0,0,0,131,30115,32022,385314,544669,1,46437.11,1,2,0
819,MIA,PHL,1636.105684,13303,14100,2006,1013,18986837.6,293985,291355,30115,33390,385314,1488710,2,46437.11,2,2,0
820,MIA,PHX,3171.787239,13303,14107,2006,1972,3082511.95,21822,22952,30115,30316,385314,1441241,2,46437.11,1,1,0
821,MIA,SAN,3646.60799,13303,14679,2006,2267,3348759.863,25121,1602,30115,33774,385314,1257625,1,46437.11,2,2,0
822,MIA,SEA,4384.593104,13303,14747,2006,2724,6242910.289,43457,45850,30115,37266,385314,580609,2,46437.11,1,2,0
823,MIA,SFO,4158.356642,13303,14771,2006,2585,27827284.06,179009,180313,30115,42934,385314,768650,2,46437.11,2,2,0
824,MIA,SLC,3361.192839,13303,14869,2006,2088,2668773.318,23983,23805,30115,26989,385314,182106,2,46437.11,2,1,0
825,MIA,TPA,329.5323116,13303,15304,2006,204,2178783.386,202438,200721,30115,29986,385314,331642,1,46437.11,2,2,0
826,MSP,ORD,537.3085213,13487,13930,2006,334,24738461.45,930386,919939,36092,33070,376495,2720181,2,46437.11,1,1,1
827,MSP,PDX,2291.233365,13487,14057,2006,1426,25416497.7,250016,236742,36092,32022,376495,544669,1,46437.11,0,1,0
828,MSP,PHL,1576.179152,13487,14100,2006,980,16990159.39,214549,216133,36092,33390,376495,1488710,2,46437.11,1,1,0
829,MSP,PHX,2053.99987,13487,14107,2006,1276,45666136.82,595653,593108,36092,30316,376495,1441241,2,46437.11,0,0,1
830,MSP,SAN,2465.541029,13487,14679,2006,1532,20991240.94,238809,237598,36092,33774,376495,1257625,1,46437.11,1,1,0
831,MSP,SEA,2247.528954,13487,14747,2006,1399,56757362.28,490743,481414,36092,37266,376495,580609,2,46437.11,0,1,1
832,MSP,SFO,2554.261765,13487,14771,2006,1589,38647499.76,352784,347777,36092,42934,376495,768650,2,46437.11,1,1,1
833,MSP,SLC,1593.311491,13487,14869,2006,991,14444873.95,212490,231615,36092,26989,376495,182106,2,46437.11,1,0,0
834,MSP,TPA,2107.103476,13487,15304,2006,1307,11823601.72,149922,149907,36092,29986,376495,331642,1,46437.11,1,1,0
835,ORD,PDX,2794.516481,13930,14057,2006,1739,41118665.67,374562,367497,33070,32022,2720181,544669,1,46437.11,1,2,1
836,ORD,PHL,1089.742556,13930,14100,2006,678,35173646.36,719383,717336,33070,33390,2720181,1488710,2,46437.11,2,2,1
837,ORD,PHX,2315.920287,13930,14107,2006,1440,66670421.47,784746,780983,33070,30316,2720181,1441241,2,46437.11,1,1,1
838,ORD,SAN,2771.046868,13930,14679,2006,1723,50807962.84,471134,466464,33070,33774,2720181,1257625,1,46437.11,2,2,1
839,ORD,SEA,2764.802425,13930,14747,2006,1721,73489916.88,695762,682449,33070,37266,2720181,580609,2,46437.11,1,2,1
840,ORD,SFO,2967.124017,13930,14771,2006,1846,97170201.16,864072,837732,33070,42934,2720181,768650,2,46437.11,2,2,1
841,ORD,SLC,2008.212891,13930,14869,2006,1249,28714664.63,327995,326822,33070,26989,2720181,182106,2,46437.11,2,1,1
