"","cost","trainAcc","valAcc","testAcc"
"1",1,0.401428004760016,0.819404761904762,0.81807372175981
"2",51,0.699325664418881,0.865595238095238,0.865041617122473
"3",101,0.761602538675129,0.87297619047619,0.869916765755054
"4",151,0.776279254264181,0.872738095238095,0.867895362663496
"5",201,0.795715985719952,0.871428571428571,0.869560047562426
"6",251,0.821499404998017,0.869880952380952,0.870630202140309
"7",301,0.82189607298691,0.871071428571429,0.868014268727705
"8",351,0.848472828242761,0.871547619047619,0.868014268727705
"9",401,0.850059500198334,0.871428571428571,0.868727705112961
"10",451,0.845696152320508,0.869642857142857,0.868252080856124
"11",501,0.849662832209441,0.870357142857143,0.868252080856124
"12",551,0.862356207854026,0.872261904761905,0.86884661117717
"13",601,0.862752875842919,0.8725,0.868489892984542
"14",651,0.867116223720746,0.87297619047619,0.868133174791914
"15",701,0.867116223720746,0.873333333333333,0.867657550535077
"16",751,0.869496231654106,0.872261904761905,0.867300832342449
"17",801,0.877826259420865,0.87,0.869084423305589
"18",851,0.873462911543038,0.872142857142857,0.86718192627824
"19",901,0.875049583498612,0.871428571428571,0.867419738406659
"20",951,0.880602935343118,0.870952380952381,0.870749108204518
"21",1001,0.878619595398651,0.869404761904762,0.869203329369798
"22",1051,0.879016263387545,0.87,0.869678953626635
"23",1101,0.880602935343118,0.870833333333333,0.8705112960761
"24",1151,0.88813962713209,0.87,0.868489892984542
"25",1201,0.886552955176517,0.868452380952381,0.870035671819263
"26",1251,0.886949623165411,0.868809523809524,0.868489892984542
"27",1301,0.887742959143197,0.868214285714286,0.868727705112961
"28",1351,0.889726299087664,0.868928571428571,0.868370986920333
"29",1401,0.88813962713209,0.87,0.869084423305589
"30",1451,0.896072986909956,0.870357142857143,0.868252080856124
"31",1501,0.89646965489885,0.871309523809524,0.86884661117717
"32",1551,0.89289964299881,0.871190476190476,0.868014268727705
"33",1601,0.898056326854423,0.872738095238095,0.869322235434007
"34",1651,0.893692978976597,0.870595238095238,0.868014268727705
"35",1701,0.89765965886553,0.871785714285714,0.868489892984542
"36",1751,0.898056326854423,0.871547619047619,0.869203329369798
"37",1801,0.902419674732249,0.872738095238095,0.868965517241379
"38",1851,0.898056326854423,0.871190476190476,0.86884661117717
"39",1901,0.901626338754463,0.870595238095238,0.868608799048751
"40",1951,0.900039666798889,0.870238095238095,0.868252080856124
