"","cost","trainAcc","valAcc","testAcc"
"1",1,0.412931376437921,0.817989417989418,0.815695600475624
"2",51,0.702499008330028,0.869047619047619,0.856123662306778
"3",101,0.765172550575169,0.873941798941799,0.869996036464526
"4",151,0.781435938119794,0.87526455026455,0.869599682917162
"5",201,0.803649345497818,0.879497354497355,0.87316686484344
"6",251,0.827449424831416,0.879365079365079,0.870524507861012
"7",301,0.829036096786989,0.883068783068783,0.869996036464526
"8",351,0.845696152320508,0.889021164021164,0.870392390011891
"9",401,0.847679492264974,0.887169312169312,0.870260272162769
"10",451,0.842919476398255,0.886243386243386,0.869335447218919
"11",501,0.846092820309401,0.886375661375661,0.869335447218919
"12",551,0.862356207854026,0.888756613756614,0.872770511296076
"13",601,0.861959539865133,0.887962962962963,0.872638393446955
"14",651,0.869496231654106,0.882671957671958,0.872374157748712
"15",701,0.870289567631892,0.882275132275132,0.872506275597833
"16",751,0.871082903609679,0.87989417989418,0.872374157748712
"17",801,0.878619595398651,0.878439153439153,0.871845686352226
"18",851,0.874652915509718,0.879100529100529,0.87316686484344
"19",901,0.876239587465292,0.878174603174603,0.87224203989959
"20",951,0.881396271320904,0.876058201058201,0.871052979257498
"21",1001,0.879412931376438,0.875661375661376,0.872770511296076
"22",1051,0.879412931376438,0.875,0.873034746994319
"23",1101,0.880602935343118,0.875132275132275,0.871977804201348
"24",1151,0.888536295120984,0.878174603174603,0.873827454089047
"25",1201,0.886156287187624,0.877777777777778,0.87316686484344
"26",1251,0.886552955176517,0.878571428571429,0.873695336239926
"27",1301,0.886949623165411,0.879232804232804,0.872109922050469
"28",1351,0.89170963903213,0.878835978835979,0.872374157748712
"29",1401,0.887346291154304,0.879365079365079,0.871713568503105
"30",1451,0.894486314954383,0.879761904761905,0.870392390011891
"31",1501,0.896072986909956,0.878703703703704,0.870260272162769
"32",1551,0.89289964299881,0.879232804232804,0.870656625710133
"33",1601,0.895676318921063,0.878703703703704,0.871449332804862
"34",1651,0.893692978976597,0.879497354497355,0.871449332804862
"35",1701,0.895676318921063,0.879761904761905,0.871977804201348
"36",1751,0.895676318921063,0.878571428571429,0.871845686352226
"37",1801,0.900436334787783,0.880687830687831,0.872770511296076
"38",1851,0.896072986909956,0.879761904761905,0.871317214955741
"39",1901,0.899246330821103,0.880820105820106,0.872109922050469
"40",1951,0.898056326854423,0.880820105820106,0.871977804201348
