"","cost","trainAcc","valAcc","testAcc"
"1",1,0.791352637842126,0.892857142857143,0.885850178359096
"2",51,0.869099563665212,0.917261904761905,0.906064209274673
"3",101,0.887346291154304,0.922619047619048,0.907847800237812
"4",151,0.892502975009917,0.921428571428571,0.907253269916766
"5",201,0.894486314954383,0.917857142857143,0.909036860879905
"6",251,0.900039666798889,0.921428571428571,0.910820451843044
"7",301,0.900833002776676,0.921428571428571,0.910820451843044
"8",351,0.909956366521222,0.919047619047619,0.91141498216409
"9",401,0.909956366521222,0.919047619047619,0.910820451843044
"10",451,0.905989686632289,0.920833333333333,0.912009512485137
"11",501,0.907973026576755,0.920238095238095,0.910820451843044
"12",551,0.912733042443475,0.92202380952381,0.910820451843044
"13",601,0.913129710432368,0.92202380952381,0.909631391200951
"14",651,0.919873066243554,0.920238095238095,0.909036860879905
"15",701,0.919873066243554,0.920238095238095,0.909036860879905
"16",751,0.919873066243554,0.920238095238095,0.909036860879905
"17",801,0.922649742165807,0.920833333333333,0.908442330558858
"18",851,0.920666402221341,0.919642857142857,0.908442330558858
"19",901,0.920666402221341,0.919642857142857,0.907847800237812
"20",951,0.922649742165807,0.920833333333333,0.909036860879905
"21",1001,0.922253074176914,0.921428571428571,0.909631391200951
"22",1051,0.922253074176914,0.92202380952381,0.908442330558858
"23",1101,0.923046410154701,0.921428571428571,0.909631391200951
"24",1151,0.92661642205474,0.922619047619048,0.90487514863258
"25",1201,0.925823086076954,0.921428571428571,0.907847800237812
"26",1251,0.926219754065847,0.920833333333333,0.907847800237812
"27",1301,0.926219754065847,0.920833333333333,0.907253269916766
"28",1351,0.927013090043634,0.924404761904762,0.90487514863258
"29",1401,0.926219754065847,0.920833333333333,0.906658739595719
"30",1451,0.930979769932566,0.921428571428571,0.907253269916766
"31",1501,0.930979769932566,0.922619047619048,0.907847800237812
"32",1551,0.928599761999207,0.923214285714286,0.906064209274673
"33",1601,0.930979769932566,0.922619047619048,0.907847800237812
"34",1651,0.928599761999207,0.923214285714286,0.907253269916766
"35",1701,0.930583101943673,0.922619047619048,0.907847800237812
"36",1751,0.930583101943673,0.923214285714286,0.907847800237812
"37",1801,0.934946449821499,0.92202380952381,0.906064209274673
"38",1851,0.930979769932566,0.922619047619048,0.907847800237812
"39",1901,0.933359777865926,0.92202380952381,0.908442330558858
"40",1951,0.933359777865926,0.922619047619048,0.908442330558858
