"","cost","trainAcc","valAcc","testAcc"
"1",1,0.313764379214597,0.805238095238095,0.81563614744352
"2",51,0.645775485918286,0.85702380952381,0.852853745541023
"3",101,0.722332407774693,0.86625,0.863852556480381
"4",151,0.748909163030543,0.868154761904762,0.868906064209275
"5",201,0.779452598175327,0.869107142857143,0.871165279429251
"6",251,0.804839349464498,0.873214285714286,0.871165279429251
"7",301,0.808806029353431,0.872261904761905,0.87384066587396
"8",351,0.834589448631495,0.872797619047619,0.873246135552913
"9",401,0.837762792542642,0.873869047619048,0.873127229488704
"10",451,0.833002776675922,0.874226190476191,0.87217598097503
"11",501,0.840936136453788,0.874226190476191,0.870214030915577
"12",551,0.85680285600952,0.869880952380952,0.868787158145065
"13",601,0.8579928599762,0.870238095238095,0.870035671819263
"14",651,0.868702895676319,0.87172619047619,0.869381688466112
"15",701,0.867909559698532,0.871190476190476,0.86973840665874
"16",751,0.872272907576359,0.869702380952381,0.870749108204518
"17",801,0.879809599365331,0.868571428571429,0.871581450653983
"18",851,0.875842919476398,0.867738095238095,0.871462544589774
"19",901,0.877032923443078,0.868630952380952,0.871165279429251
"20",951,0.882982943276478,0.869464285714286,0.871105826397146
"21",1001,0.879016263387545,0.868869047619048,0.871521997621879
"22",1051,0.880602935343118,0.86922619047619,0.871521997621879
"23",1101,0.881396271320904,0.869940476190476,0.871759809750297
"24",1151,0.890916303054344,0.867797619047619,0.871521997621879
"25",1201,0.88813962713209,0.868988095238095,0.872889417360285
"26",1251,0.888932963109877,0.868869047619048,0.872770511296076
"27",1301,0.889726299087664,0.869047619047619,0.87217598097503
"28",1351,0.89289964299881,0.869583333333333,0.871105826397146
"29",1401,0.89051963506545,0.870595238095238,0.871640903686088
"30",1451,0.89527965093217,0.869464285714286,0.867479191438763
"31",1501,0.89646965489885,0.868869047619048,0.868489892984542
"32",1551,0.894486314954383,0.86922619047619,0.869797859690844
"33",1601,0.89646965489885,0.86827380952381,0.86884661117717
"34",1651,0.894486314954383,0.869702380952381,0.86884661117717
"35",1701,0.897262990876636,0.868571428571429,0.868727705112961
"36",1751,0.897262990876636,0.869047619047619,0.86807372175981
"37",1801,0.901626338754463,0.867380952380952,0.869024970273484
"38",1851,0.897262990876636,0.869345238095238,0.867003567181926
"39",1901,0.900833002776676,0.868690476190476,0.867122473246136
"40",1951,0.899246330821103,0.868809523809524,0.866646848989298
