"","cost","trainAcc","valAcc","testAcc"
"1",1,0.448234827449425,0.821577380952381,0.823573127229489
"2",51,0.705672352241174,0.870982142857143,0.859690844233056
"3",101,0.759222530741769,0.877827380952381,0.864001189060642
"4",151,0.771122570408568,0.875892857142857,0.870986920332937
"5",201,0.798095993653312,0.879761904761905,0.874256837098692
"6",251,0.823482744942483,0.880059523809524,0.875297265160523
"7",301,0.82546608488695,0.880208333333333,0.875445897740785
"8",351,0.844506148353828,0.881101190476191,0.877526753864447
"9",401,0.844506148353828,0.880505952380952,0.87871581450654
"10",451,0.839349464498215,0.88139880952381,0.879013079667063
"11",501,0.842522808409361,0.881547619047619,0.878567181926278
"12",551,0.854026180087267,0.879315476190476,0.880350772889417
"13",601,0.854819516065054,0.878869047619048,0.881093935790725
"14",651,0.866322887742959,0.880654761904762,0.877526753864447
"15",701,0.865132883776279,0.879613095238095,0.878269916765755
"16",751,0.867909559698532,0.880952380952381,0.879013079667063
"17",801,0.876239587465292,0.88139880952381,0.87782401902497
"18",851,0.871479571598572,0.880654761904762,0.877229488703924
"19",901,0.873462911543038,0.879761904761905,0.876783590963139
"20",951,0.880206267354224,0.881696428571429,0.87782401902497
"21",1001,0.875842919476398,0.880803571428571,0.877080856123662
"22",1051,0.875446251487505,0.881547619047619,0.877229488703924
"23",1101,0.877429591431971,0.883035714285714,0.87782401902497
"24",1151,0.887346291154304,0.878720238095238,0.875148632580262
"25",1201,0.884569615232051,0.879464285714286,0.876932223543401
"26",1251,0.885759619198731,0.879017857142857,0.877229488703924
"27",1301,0.886156287187624,0.87797619047619,0.876634958382878
"28",1351,0.892106307021023,0.875,0.875445897740785
"29",1401,0.886949623165411,0.876190476190476,0.877080856123662
"30",1451,0.89765965886553,0.875446428571429,0.876040428061831
"31",1501,0.89765965886553,0.875297619047619,0.875594530321046
"32",1551,0.894486314954383,0.874553571428571,0.874256837098692
"33",1601,0.898452994843316,0.875744047619048,0.875594530321046
"34",1651,0.89527965093217,0.874255952380952,0.875148632580262
"35",1701,0.898452994843316,0.875446428571429,0.876040428061831
"36",1751,0.900039666798889,0.874702380952381,0.875
"37",1801,0.902816342721142,0.875,0.875
"38",1851,0.901229670765569,0.873660714285714,0.874702734839477
"39",1901,0.902419674732249,0.874553571428571,0.875594530321046
"40",1951,0.902023006743356,0.874107142857143,0.875445897740785
