"","cost","trainAcc","valAcc","testAcc"
"1",1,0.537088456961523,0.831904761904762,0.830439952437574
"2",51,0.74851249504165,0.878095238095238,0.869916765755054
"3",101,0.79055930186434,0.884761904761905,0.872532699167658
"4",151,0.797699325664419,0.884523809523809,0.872532699167658
"5",201,0.81713605712019,0.883809523809524,0.87538644470868
"6",251,0.833399444664816,0.890952380952381,0.879667063020214
"7",301,0.834986116620389,0.892142857142857,0.879904875148633
"8",351,0.85323284410948,0.895238095238095,0.883472057074911
"9",401,0.853629512098374,0.896190476190476,0.883472057074911
"10",451,0.851646172153907,0.895,0.882758620689655
"11",501,0.855216184053947,0.895,0.883472057074911
"12",551,0.866322887742959,0.894761904761905,0.882282996432818
"13",601,0.867116223720746,0.894761904761905,0.882282996432818
"14",651,0.874256247520825,0.894761904761905,0.878953626634958
"15",701,0.873859579531932,0.893333333333333,0.878478002378121
"16",751,0.875842919476398,0.894523809523809,0.878240190249703
"17",801,0.883379611265371,0.893571428571429,0.876099881093936
"18",851,0.879016263387545,0.894285714285714,0.876813317479191
"19",901,0.880602935343118,0.893333333333333,0.876813317479191
"20",951,0.885362951209837,0.893571428571429,0.877764565992866
"21",1001,0.882586275287584,0.892857142857143,0.877288941736028
"22",1051,0.882982943276478,0.892857142857143,0.87705112960761
"23",1101,0.882586275287584,0.893333333333333,0.87705112960761
"24",1151,0.89289964299881,0.890952380952381,0.878478002378121
"25",1201,0.88932963109877,0.893095238095238,0.878240190249703
"26",1251,0.88932963109877,0.892857142857143,0.878478002378121
"27",1301,0.890122967076557,0.892857142857143,0.878478002378121
"28",1351,0.894882982943277,0.89,0.876813317479191
"29",1401,0.889726299087664,0.892857142857143,0.878240190249703
"30",1451,0.897262990876636,0.88952380952381,0.876813317479191
"31",1501,0.898452994843316,0.89047619047619,0.876813317479191
"32",1551,0.895676318921063,0.888809523809524,0.876099881093936
"33",1601,0.900039666798889,0.888571428571429,0.876575505350773
"34",1651,0.896866322887743,0.887857142857143,0.87538644470868
"35",1701,0.899246330821103,0.888809523809524,0.875862068965517
"36",1751,0.900039666798889,0.889285714285714,0.876575505350773
"37",1801,0.906386354621182,0.885,0.877764565992866
"38",1851,0.899246330821103,0.889285714285714,0.87705112960761
"39",1901,0.902816342721142,0.88547619047619,0.878002378121284
"40",1951,0.901229670765569,0.886666666666667,0.877526753864447
