"","cost","trainAcc","valAcc","testAcc"
"1",1,0.502578341927806,0.830357142857143,0.832540626238605
"2",51,0.731059103530345,0.882142857142857,0.866825208085612
"3",101,0.78460928203094,0.889484126984127,0.874950455806579
"4",151,0.792939309797699,0.889880952380952,0.878517637732858
"5",201,0.811979373264578,0.89047619047619,0.879310344827586
"6",251,0.831416104720349,0.890674603174603,0.880895759017043
"7",301,0.834986116620389,0.890079365079365,0.877328577090765
"8",351,0.852439508131694,0.893849206349206,0.879904875148633
"9",401,0.852836176120587,0.894246031746032,0.879508521601268
"10",451,0.848472828242761,0.892261904761905,0.880697582243361
"11",501,0.851646172153907,0.892857142857143,0.879904875148633
"12",551,0.865529551765173,0.892063492063492,0.880499405469679
"13",601,0.865529551765173,0.891865079365079,0.880499405469679
"14",651,0.872669575565252,0.893452380952381,0.878319460959176
"15",701,0.871876239587465,0.89484126984127,0.877724930638129
"16",751,0.873859579531932,0.894444444444444,0.879112168053904
"17",801,0.879809599365331,0.89047619047619,0.879112168053904
"18",851,0.874652915509718,0.893055555555555,0.878913991280222
"19",901,0.875842919476398,0.893452380952381,0.879112168053904
"20",951,0.883776279254264,0.890674603174603,0.877526753864447
"21",1001,0.881396271320904,0.892063492063492,0.878913991280222
"22",1051,0.882189607298691,0.891468253968254,0.878517637732858
"23",1101,0.882189607298691,0.890079365079365,0.876932223543401
"24",1151,0.890916303054344,0.891269841269841,0.874355925485533
"25",1201,0.886552955176517,0.889880952380952,0.877526753864447
"26",1251,0.886552955176517,0.889880952380952,0.876535869996036
"27",1301,0.887346291154304,0.88968253968254,0.876535869996036
"28",1351,0.894882982943277,0.889484126984127,0.875544986127626
"29",1401,0.88813962713209,0.88968253968254,0.875544986127626
"30",1451,0.898452994843316,0.8875,0.877724930638129
"31",1501,0.898452994843316,0.886507936507936,0.877526753864447
"32",1551,0.89646965489885,0.887896825396825,0.877724930638129
"33",1601,0.899246330821103,0.886111111111111,0.876139516448672
"34",1651,0.896866322887743,0.8875,0.878121284185494
"35",1701,0.898056326854423,0.886309523809524,0.876535869996036
"36",1751,0.898452994843316,0.886111111111111,0.874752279032897
"37",1801,0.901229670765569,0.884325396825397,0.875544986127626
"38",1851,0.898452994843316,0.885912698412698,0.874752279032897
"39",1901,0.899642998809996,0.884325396825397,0.875346809353944
"40",1951,0.899246330821103,0.883333333333333,0.875346809353944
