"","cost","trainAcc","valAcc","testAcc"
"1",1,0.412931376437921,0.35,0.336504161712247
"2",51,0.702499008330028,0.51547619047619,0.478002378121284
"3",101,0.765172550575169,0.538095238095238,0.505350772889417
"4",151,0.781435938119794,0.53452380952381,0.502972651605232
"5",201,0.803649345497818,0.553571428571429,0.516052318668252
"6",251,0.827449424831416,0.558333333333333,0.513674197384067
"7",301,0.829036096786989,0.563095238095238,0.513674197384067
"8",351,0.845696152320508,0.583333333333333,0.523186682520809
"9",401,0.847679492264974,0.579761904761905,0.520808561236623
"10",451,0.842919476398255,0.575,0.518430439952438
"11",501,0.846092820309401,0.573809523809524,0.516052318668252
"12",551,0.862356207854026,0.578571428571429,0.526753864447087
"13",601,0.861959539865133,0.575,0.525564803804994
"14",651,0.869496231654106,0.571428571428571,0.523186682520809
"15",701,0.870289567631892,0.56547619047619,0.524375743162901
"16",751,0.871082903609679,0.560714285714286,0.520808561236623
"17",801,0.878619595398651,0.563095238095238,0.514863258026159
"18",851,0.874652915509718,0.560714285714286,0.523186682520809
"19",901,0.876239587465292,0.55952380952381,0.520808561236623
"20",951,0.881396271320904,0.557142857142857,0.512485136741974
"21",1001,0.879412931376438,0.557142857142857,0.518430439952438
"22",1051,0.879412931376438,0.555952380952381,0.51961950059453
"23",1101,0.880602935343118,0.554761904761905,0.517241379310345
"24",1151,0.888536295120984,0.555952380952381,0.523186682520809
"25",1201,0.886156287187624,0.557142857142857,0.51961950059453
"26",1251,0.886552955176517,0.557142857142857,0.523186682520809
"27",1301,0.886949623165411,0.557142857142857,0.51961950059453
"28",1351,0.89170963903213,0.554761904761905,0.518430439952438
"29",1401,0.887346291154304,0.558333333333333,0.517241379310345
"30",1451,0.894486314954383,0.560714285714286,0.512485136741974
"31",1501,0.896072986909956,0.557142857142857,0.512485136741974
"32",1551,0.89289964299881,0.560714285714286,0.513674197384067
"33",1601,0.895676318921063,0.55952380952381,0.513674197384067
"34",1651,0.893692978976597,0.561904761904762,0.516052318668252
"35",1701,0.895676318921063,0.557142857142857,0.513674197384067
"36",1751,0.895676318921063,0.554761904761905,0.514863258026159
"37",1801,0.900436334787783,0.555952380952381,0.517241379310345
"38",1851,0.896072986909956,0.555952380952381,0.513674197384067
"39",1901,0.899246330821103,0.557142857142857,0.513674197384067
"40",1951,0.898056326854423,0.554761904761905,0.513674197384067
