"","cost","trainAcc","valAcc","testAcc"
"1",1,0.595398651328838,0.55952380952381,0.552913198573127
"2",51,0.766759222530742,0.686904761904762,0.648038049940547
"3",101,0.807616025386751,0.692857142857143,0.652794292508918
"4",151,0.812772709242364,0.695238095238095,0.66230677764566
"5",201,0.823879412931376,0.698809523809524,0.659928656361474
"6",251,0.837366124553748,0.704761904761905,0.66230677764566
"7",301,0.837762792542642,0.703571428571429,0.661117717003567
"8",351,0.858389527965093,0.707142857142857,0.653983353151011
"9",401,0.8579928599762,0.705952380952381,0.653983353151011
"10",451,0.854026180087267,0.703571428571429,0.658739595719382
"11",501,0.85442284807616,0.702380952380952,0.655172413793103
"12",551,0.868702895676319,0.707142857142857,0.652794292508918
"13",601,0.869496231654106,0.707142857142857,0.650416171224732
"14",651,0.876239587465292,0.708333333333333,0.657550535077289
"15",701,0.876636255454185,0.707142857142857,0.656361474435196
"16",751,0.876636255454185,0.705952380952381,0.66230677764566
"17",801,0.882982943276478,0.711904761904762,0.661117717003567
"18",851,0.880999603332011,0.710714285714286,0.658739595719382
"19",901,0.881792939309798,0.710714285714286,0.659928656361474
"20",951,0.883379611265371,0.708333333333333,0.663495838287753
"21",1001,0.881396271320904,0.70952380952381,0.657550535077289
"22",1051,0.881792939309798,0.707142857142857,0.658739595719382
"23",1101,0.882189607298691,0.707142857142857,0.661117717003567
"24",1151,0.890122967076557,0.70952380952381,0.665873959571938
"25",1201,0.887346291154304,0.705952380952381,0.659928656361474
"26",1251,0.887346291154304,0.707142857142857,0.659928656361474
"27",1301,0.88813962713209,0.705952380952381,0.661117717003567
"28",1351,0.893692978976597,0.711904761904762,0.664684898929845
"29",1401,0.88813962713209,0.707142857142857,0.661117717003567
"30",1451,0.900436334787783,0.707142857142857,0.671819262782402
"31",1501,0.901626338754463,0.705952380952381,0.671819262782402
"32",1551,0.894882982943277,0.70952380952381,0.665873959571938
"33",1601,0.901626338754463,0.708333333333333,0.670630202140309
"34",1651,0.896072986909956,0.70952380952381,0.664684898929845
"35",1701,0.900436334787783,0.707142857142857,0.669441141498216
"36",1751,0.902023006743356,0.707142857142857,0.669441141498216
"37",1801,0.903609678698929,0.705952380952381,0.665873959571938
"38",1851,0.900833002776676,0.704761904761905,0.671819262782402
"39",1901,0.904006346687822,0.702380952380952,0.668252080856124
"40",1951,0.904006346687822,0.701190476190476,0.670630202140309
