"","cost","trainAcc","valAcc","testAcc"
"1",1,0.791352637842126,0.785714285714286,0.771700356718193
"2",51,0.869099563665212,0.83452380952381,0.812128418549346
"3",101,0.887346291154304,0.845238095238095,0.815695600475624
"4",151,0.892502975009917,0.842857142857143,0.814506539833531
"5",201,0.894486314954383,0.835714285714286,0.81807372175981
"6",251,0.900039666798889,0.842857142857143,0.821640903686088
"7",301,0.900833002776676,0.842857142857143,0.821640903686088
"8",351,0.909956366521222,0.838095238095238,0.822829964328181
"9",401,0.909956366521222,0.838095238095238,0.821640903686088
"10",451,0.905989686632289,0.841666666666667,0.824019024970273
"11",501,0.907973026576755,0.84047619047619,0.821640903686088
"12",551,0.912733042443475,0.844047619047619,0.821640903686088
"13",601,0.913129710432368,0.844047619047619,0.819262782401903
"14",651,0.919873066243554,0.84047619047619,0.81807372175981
"15",701,0.919873066243554,0.84047619047619,0.81807372175981
"16",751,0.919873066243554,0.84047619047619,0.81807372175981
"17",801,0.922649742165807,0.841666666666667,0.816884661117717
"18",851,0.920666402221341,0.839285714285714,0.816884661117717
"19",901,0.920666402221341,0.839285714285714,0.815695600475624
"20",951,0.922649742165807,0.841666666666667,0.81807372175981
"21",1001,0.922253074176914,0.842857142857143,0.819262782401903
"22",1051,0.922253074176914,0.844047619047619,0.816884661117717
"23",1101,0.923046410154701,0.842857142857143,0.819262782401903
"24",1151,0.92661642205474,0.845238095238095,0.809750297265161
"25",1201,0.925823086076954,0.842857142857143,0.815695600475624
"26",1251,0.926219754065847,0.841666666666667,0.815695600475624
"27",1301,0.926219754065847,0.841666666666667,0.814506539833531
"28",1351,0.927013090043634,0.848809523809524,0.809750297265161
"29",1401,0.926219754065847,0.841666666666667,0.813317479191439
"30",1451,0.930979769932566,0.842857142857143,0.814506539833531
"31",1501,0.930979769932566,0.845238095238095,0.815695600475624
"32",1551,0.928599761999207,0.846428571428571,0.812128418549346
"33",1601,0.930979769932566,0.845238095238095,0.815695600475624
"34",1651,0.928599761999207,0.846428571428571,0.814506539833531
"35",1701,0.930583101943673,0.845238095238095,0.815695600475624
"36",1751,0.930583101943673,0.846428571428571,0.815695600475624
"37",1801,0.934946449821499,0.844047619047619,0.812128418549346
"38",1851,0.930979769932566,0.845238095238095,0.815695600475624
"39",1901,0.933359777865926,0.844047619047619,0.816884661117717
"40",1951,0.933359777865926,0.845238095238095,0.816884661117717
