"","cost","trainAcc","valAcc","testAcc"
"1",1,0.476001586671956,0.398809523809524,0.373365041617122
"2",51,0.723125743752479,0.551190476190476,0.51961950059453
"3",101,0.777469258230861,0.569047619047619,0.55410225921522
"4",151,0.792542641808806,0.578571428571429,0.560047562425684
"5",201,0.806426021420071,0.589285714285714,0.56718192627824
"6",251,0.822689408964697,0.607142857142857,0.564803804994055
"7",301,0.824672748909163,0.602380952380952,0.569560047562426
"8",351,0.841729472431575,0.615476190476191,0.571938168846611
"9",401,0.844109480364934,0.615476190476191,0.569560047562426
"10",451,0.839349464498215,0.611904761904762,0.571938168846611
"11",501,0.844109480364934,0.613095238095238,0.568370986920333
"12",551,0.855216184053947,0.601190476190476,0.565992865636147
"13",601,0.856009520031733,0.602380952380952,0.565992865636147
"14",651,0.864736215787386,0.604761904761905,0.573127229488704
"15",701,0.864339547798493,0.602380952380952,0.574316290130797
"16",751,0.865529551765173,0.598809523809524,0.570749108204518
"17",801,0.875842919476398,0.603571428571429,0.571938168846611
"18",851,0.869496231654106,0.597619047619048,0.571938168846611
"19",901,0.872669575565252,0.6,0.570749108204518
"20",951,0.876239587465292,0.597619047619048,0.577883472057075
"21",1001,0.873859579531932,0.596428571428571,0.568370986920333
"22",1051,0.874652915509718,0.592857142857143,0.570749108204518
"23",1101,0.876636255454185,0.594047619047619,0.577883472057075
"24",1151,0.884569615232051,0.598809523809524,0.583828775267539
"25",1201,0.879809599365331,0.596428571428571,0.581450653983353
"26",1251,0.881792939309798,0.596428571428571,0.58026159334126
"27",1301,0.881792939309798,0.595238095238095,0.581450653983353
"28",1351,0.886552955176517,0.6,0.577883472057075
"29",1401,0.882982943276478,0.597619047619048,0.582639714625446
"30",1451,0.89051963506545,0.591666666666667,0.576694411414982
"31",1501,0.891312971043237,0.59047619047619,0.573127229488704
"32",1551,0.887346291154304,0.596428571428571,0.574316290130797
"33",1601,0.89170963903213,0.592857142857143,0.571938168846611
"34",1651,0.887742959143197,0.595238095238095,0.575505350772889
"35",1701,0.892106307021023,0.591666666666667,0.573127229488704
"36",1751,0.893296310987703,0.595238095238095,0.571938168846611
"37",1801,0.899642998809996,0.59047619047619,0.56718192627824
"38",1851,0.893692978976597,0.592857142857143,0.569560047562426
"39",1901,0.89765965886553,0.589285714285714,0.568370986920333
"40",1951,0.896866322887743,0.59047619047619,0.569560047562426
